央视频道,#genre#

CCTV1综合,http://103.236.77.86:29824/608807420
CCTV1综合,http://192.151.150.154/live/cctv1hd.m3u8
CCTV1综合,http://rihou.cc:555/tv/[mg]CCTV-01
CCTV1综合,http://j.s.bkpcp.top/jj/cctv1

CCTV2财经,http://103.236.77.86:29824/631780532
CCTV2财经,http://192.151.150.154/live/cctv2hd.m3u8
CCTV2财经,http://rihou.cc:555/tv/[mg]CCTV-02
CCTV2财经,http://j.s.bkpcp.top/jj/cctv2

CCTV3综艺,http://103.236.77.86:29824/624878271
CCTV3综艺,http://192.151.150.154/live/cctv3hd.m3u8
CCTV3综艺,http://rihou.cc:555/tv/[mg]CCTV-03
CCTV3综艺,http://j.s.bkpcp.top/jj/cctv3

CCTV4中文国际,http://103.236.77.86:29824/631780421
CCTV4中文国际,http://192.151.150.154/live/cctv4hd.m3u8
CCTV4中文国际,http://rihou.cc:555/tv/[mg]CCTV-04
CCTV4中文国际,http://j.s.bkpcp.top/jj/cctv4

CCTV5体育,http://103.236.77.86:29824/641886683
CCTV5体育,http://192.151.150.154/live/cctv5hd.m3u8
CCTV5体育,http://rihou.cc:555/tv/[mg]CCTV-05
CCTV5体育,http://j.s.bkpcp.top/jj/cctv5

CCTV6电影,http://103.236.77.86:29824/624878396
CCTV6电影,http://192.151.150.154/live/cctv6hd.m3u8
CCTV6电影,http://rihou.cc:555/tv/[mg]CCTV-06
CCTV6电影,http://j.s.bkpcp.top/jj/cctv6

CCTV7军农,http://103.236.77.86:29824/673168121
CCTV7军农,http://192.151.150.154/live/cctv7hd.m3u8
CCTV7军农,http://rihou.cc:555/tv/[mg]CCTV-07
CCTV7军农,http://j.s.bkpcp.top/jj/cctv7

CCTV8电视剧,http://103.236.77.86:29824/624878356
CCTV8电视剧,http://192.151.150.154/live/cctv8hd.m3u8
CCTV8电视剧,http://rihou.cc:555/tv/[mg]CCTV-08
CCTV8电视剧,http://j.s.bkpcp.top/jj/cctv8

CCTV9纪录,http://103.236.77.86:29824/673168140
CCTV9纪录,http://192.151.150.154/live/cctv9hd.m3u8
CCTV9纪录,http://rihou.cc:555/tv/[mg]CCTV-09
CCTV9纪录,http://j.s.bkpcp.top/jj/cctv9

CCTV10科教,http://103.236.77.86:29824/624878405
CCTV10科教,http://192.151.150.154/live/cctv10hd.m3u8
CCTV10科教,http://rihou.cc:555/tv/[mg]CCTV-10
CCTV10科教,http://j.s.bkpcp.top/jj/cctv10

CCTV11戏曲,http://103.236.77.86:29824/667987558
CCTV11戏曲,http://192.151.150.154/live/cctv11hd.m3u8
CCTV11戏曲,http://rihou.cc:555/tv/[mg]CCTV-11
CCTV11戏曲,http://j.s.bkpcp.top/jj/cctv11

CCTV12,http://103.236.77.86:29824/673168185
CCTV12,http://192.151.150.154/live/cctv12hd.m3u8
CCTV12,http://rihou.cc:555/tv/[mg]CCTV-12
CCTV12,http://j.s.bkpcp.top/jj/cctv12

CCTV13新闻,http://103.236.77.86:29824/608807423
CCTV13新闻,http://192.151.150.154/live/cctv13hd.m3u8
CCTV13新闻,http://rihou.cc:555/tv/[mg]CCTV-13
CCTV13新闻,http://j.s.bkpcp.top/jj/cctv13

CCTV14少儿,http://103.236.77.86:29824/624878440
CCTV14少儿,http://192.151.150.154/live/cctv14hd.m3u8
CCTV14少儿,http://rihou.cc:555/tv/[mg]CCTV-14
CCTV14少儿,http://j.s.bkpcp.top/jj/cctv14

CCTV15音乐,http://103.236.77.86:29824/673168223
CCTV15音乐,http://192.151.150.154/live/cctv15hd.m3u8
CCTV15音乐,http://rihou.cc:555/tv/[mg]CCTV-15
CCTV15音乐,http://j.s.bkpcp.top/jj/cctv15

CCTV16,http://107.150.60.122/live/cctv16hd.m3u8
CCTV16,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV16,http://f.123.rr.kg/163189/cctv16
CCTV16,http://j.s.bkpcp.top/jj/cctv16

CCTV17,http://103.236.77.86:29824/673168256
CCTV17,http://192.151.150.154/live/cctv17hd.m3u8
CCTV17,http://rihou.cc:555/tv/[mg]CCTV-17
CCTV17,http://j.s.bkpcp.top/jj/cctv17

CCTV5+,http://103.236.77.86:29824/641886773
CCTV5+,http://192.151.150.154/live/cctv5p.m3u8
CCTV5+,http://rihou.cc:555/tv/[mg]CCTV-5p
CCTV5+,http://j.s.bkpcp.top/jj/cctv5p

CCTV1综合,http://111.29.9.33:6610/000000001000/1000000001000021973/index.m3u8?channel-id=bestzb&Contentid=1000000001000021973&livemode=1&stbId=3
CCTV2财经,http://111.29.9.33:6610/000000001000/1000000001000012442/index.m3u8?channel-id=bestzb&Contentid=1000000001000012442&livemode=1&stbId=3
CCTV3综艺,http://111.29.9.33:6610/000000001000/1000000001000011218/index.m3u8?channel-id=bestzb&Contentid=1000000001000011218&livemode=1&stbId=3
CCTV4中文国际,http://111.29.9.33:6610/000000001000/1000000002000031664/index.m3u8?channel-id=bestzb&Contentid=1000000002000031664&livemode=1&stbId=3
CCTV5+,http://111.29.9.33:6610/000000001000/1000000001000020505/index.m3u8?channel-id=bestzb&Contentid=1000000001000020505&livemode=1&stbId=3
CCTV5体育,http://111.29.9.33:6610/000000001000/1000000001000004794/index.m3u8?channel-id=bestzb&Contentid=1000000001000004794&livemode=1&stbId=3
CCTV6电影,http://111.29.9.33:6610/000000001000/1000000001000016466/index.m3u8?channel-id=bestzb&Contentid=1000000001000016466&livemode=1&stbId=3
CCTV7军农,http://111.29.9.33:6610/000000001000/1000000001000017218/index.m3u8?channel-id=bestzb&Contentid=1000000001000017218&livemode=1&stbId=3
CCTV8电视剧,http://111.29.9.33:6610/000000001000/1000000001000003736/index.m3u8?channel-id=bestzb&Contentid=1000000001000003736&livemode=1&stbId=3
